srlkk,metric,sentence
"{'verbs': [{'verb': 'басты', 'description': {'V': 'басты'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}], 'words': ['Трамп', 'Гамбургқа', 'өткен', 'жылы', 'өткен', 'саммиттің', 'басты', 'міндеттемелерінің', 'бірі', '-', 'Париж', 'климат', 'жөніндегі', 'келісімге', 'мүмкіндігінше', 'тезірек', 'қосылудан', 'бас', 'тарта', 'отырып', 'келеді.'], 'metric': 0.25}",0,Трамп Гамбургқа өткен жылы өткен саммиттің басты міндеттемелерінің бірі - Париж климат жөніндегі келісімге мүмкіндігінше тезірек қосылудан бас тарта отырып келеді.
,0,Және ол осы кездесулердің протекционизмнен бас тарту немесе босқындарға көмектесу тәрізді әдеттегі ұсыныстар жайында үлкен ынта білдірмейтіні де рас.
"{'verbs': [{'verb': 'көтерілістері', 'description': {'V': 'көтерілістері', 'Arg(тема)': 'наразылық', 'Arg(пациенс)': 'наразылық'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(тема)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Сонымен', 'қатар,', 'Гамбургтағы', 'саммит', 'наразылық', 'көтерілістері', 'басылғаны', 'мүмкін', 'екі', 'авторитарлық', 'елдерде', 'өткен,', 'яғни', '2015', 'жылы', 'Түркия', 'және', '2016', 'жылы', 'Қытайдағы', 'жыл', 'сайынғы', 'G20', 'кездесулерді', 'жалғастырады.'], 'metric': 1.0}",0,"Сонымен қатар, Гамбургтағы саммит наразылық көтерілістері басылғаны мүмкін екі авторитарлық елдерде өткен, яғни 2015 жылы Түркия және 2016 жылы Қытайдағы жыл сайынғы G20 кездесулерді жалғастырады."
,0,"Биылғы саммит барысында Трампқа қарсы ғана емес, сонымен бірге Түркияның Реджеп Тайип Ердоған мен Ресейдің Владимир Путиніне қарсы бағытталған көшедегі шерулер өтуі әбден мүмкін."
,0,"G20 екі идеяға негізделген: бір маңызды және өзекті, екіншісі жалған және алаңдатарлық."
"{'verbs': [{'verb': '', 'description': {'Arg(предмет мысли)': 'пікірталастан'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(предмет мысли)', 'O', 'O', 'O']}], 'words': ['Бразилия,', 'Үндістан,', 'Индонезия,', 'Оңтүстік', 'Африка', 'және', 'Қытай', 'секілді', 'дамушы', 'және', 'дамып', 'келе', 'жатқан', 'нарықтық', 'экономикалар', 'маңыздылығы', 'артып,', 'олар', 'жаһандық', 'басқару', 'туралы', 'пікірталастан', 'шығарылып', 'тастауға', 'болмайды.'], 'metric': 0.5}",0,"Бразилия, Үндістан, Индонезия, Оңтүстік Африка және Қытай секілді дамушы және дамып келе жатқан нарықтық экономикалар маңыздылығы артып, олар жаһандық басқару туралы пікірталастан шығарылып тастауға болмайды."
"{'verbs': [{'verb': 'кеңейтуге', 'description': {'V': 'кеңейтуге', 'Arg(содержание действия)': 'саммиті', 'Arg(пациенс)': 'диалогты'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'V', 'O', 'O']}], 'words': ['G7', 'әлі', 'алмастырылмады,', 'оның', 'соңғы', 'саммиті', 'мамыр', 'айында', 'Сицилияда', 'өткізілді,', 'сондықтан', 'G20', 'кездесулері', 'диалогты', 'кеңейтуге', 'мүмкіндік', 'береді.'], 'metric': 1.0}",0,"G7 әлі алмастырылмады, оның соңғы саммиті мамыр айында Сицилияда өткізілді, сондықтан G20 кездесулері диалогты кеңейтуге мүмкіндік береді."
,0,"G20 Азия қаржы дағдарысынан кейін, 1999 жылы құрылған."
,0,Дамыған елдер бастапқыда оны дамушы елдерге дамыған әлемдік стандарттарға сәйкес қаржылық және монетарлық басқаруды орантуға көмектесетін ақпараттық форум ретінде қарастырды.
,0,Уақыт өте келе дамушы елдер өз дауыстарын ие болып және топтың күн тәртібін жасауда үлкен рөл атқарды.
"{'verbs': [{'verb': 'ақпаратқа', 'description': {'V': 'ақпаратқа', 'Arg(тема)': 'дамыған'}, 'tags': ['O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Қалай', 'болғанда', 'да,', 'АҚШ-тан', 'шыққан', '2008', 'жылғы', 'жаһандық', 'қаржы', 'дағдарысы', 'және', 'одан', 'кейінгі', 'еуро', 'аймағының', 'бұзылуы,', 'дамыған', 'елдердің', 'осы', 'мәселелерді', 'шешуге', 'пайдалы', 'ақпаратқа', 'ие', 'екендігі', 'туралы', 'пікірді', 'мазаққа', 'айналдырды.'], 'metric': 1.0}",0,"Қалай болғанда да, АҚШ-тан шыққан 2008 жылғы жаһандық қаржы дағдарысы және одан кейінгі еуро аймағының бұзылуы, дамыған елдердің осы мәселелерді шешуге пайдалы ақпаратқа ие екендігі туралы пікірді мазаққа айналдырды."
"{'verbs': [{'verb': 'үйлестіруді', 'description': {'V': 'үйлестіруді', 'Arg(потенциальный пациенс)': 'шешу', 'Arg(ситуация в фокусе)': 'тығыз'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(потенциальный пациенс)', 'O', 'O', 'O', 'O', 'Arg(ситуация в фокусе)', 'O', 'O', 'V', 'O', 'O']}], 'words': ['Екіншіден,', 'G20-ның', 'негізіндегі', 'пайдасы', 'аз', 'идея', 'бойынша', 'әлемдік', 'экономикадағы', 'өзекті', 'мәселелерді', 'шешу', 'жаһандық', 'деңгейдегі', 'бұдан', 'да', 'тығыз', 'ынтымақтастық', 'пен', 'үйлестіруді', 'талап', 'етеді.'], 'metric': 1.0}",0,"Екіншіден, G20-ның негізіндегі пайдасы аз идея бойынша әлемдік экономикадағы өзекті мәселелерді шешу жаһандық деңгейдегі бұдан да тығыз ынтымақтастық пен үйлестіруді талап етеді."
"{'verbs': [{'verb': '', 'description': {'Arg(тема)': 'деген', 'Arg(эталон)': 'барлық'}, 'tags': ['O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Әлемдік', 'экономика', '-', 'бұл', 'жаһандық', 'бірлестік', 'деген', 'салыстыру', 'жиі', 'кездеседі:', 'барлық', 'елдер', 'осы', 'бірлестікті', 'сақтауға', 'өз', 'үлестерін', 'қосады,', 'немесе', 'барлығы', 'бірге', 'зардап', 'шегеді.'], 'metric': 0.33}",0,"Әлемдік экономика - бұл жаһандық бірлестік деген салыстыру жиі кездеседі: барлық елдер осы бірлестікті сақтауға өз үлестерін қосады, немесе барлығы бірге зардап шегеді."
"{'verbs': [{'verb': 'бар.', 'description': {'V': 'бар.'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}], 'words': ['Бұл', 'шындыққа', 'жақын', 'және', 'кейбір', 'салаларға', 'қатысы', 'бар.'], 'metric': 0.5}",0,Бұл шындыққа жақын және кейбір салаларға қатысы бар.
"{'verbs': [{'verb': 'талап', 'description': {'V': 'талап', 'Arg(потенциальный пациенс)': 'шешу', 'Arg(содержание действия)': 'әрекеттерді'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(потенциальный пациенс)', 'O', 'Arg(содержание действия)', 'V', 'O']}], 'words': ['Климаттың', 'өзгеруіне', 'байланысты', 'негізгі', 'мәселені', 'шешу', 'ұжымдық', 'әрекеттерді', 'талап', 'етеді.'], 'metric': 1.0}",0,Климаттың өзгеруіне байланысты негізгі мәселені шешу ұжымдық әрекеттерді талап етеді.
"{'verbs': [{'verb': '', 'description': {'Arg(тема)': 'ол', 'Arg(траектория)': 'бұл'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(траектория)', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Көмірқышқыл', 'газының', 'шығарындыларын', 'тоқтату', 'шынайы', 'жаһандық', 'игілік', 'іс', 'болып', 'табылады,', 'өйткені', 'егер', 'әрбір', 'ел', 'бұл', 'мәселемен', 'жеке', 'қалса,', 'ол', 'өз', 'шығарындыларын', 'азайтпай,', 'басқалардың', 'азайтуы', 'арқасында', 'өтіп', 'кетуі', 'мүмкін.'], 'metric': 0.5}",0,"Көмірқышқыл газының шығарындыларын тоқтату шынайы жаһандық игілік іс болып табылады, өйткені егер әрбір ел бұл мәселемен жеке қалса, ол өз шығарындыларын азайтпай, басқалардың азайтуы арқасында өтіп кетуі мүмкін."
"{'verbs': [{'verb': 'инвестицияларды', 'description': {'V': 'инвестицияларды', 'Arg(ситуация в фокусе)': 'жаһандық'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(ситуация в фокусе)', 'V', 'O', 'O']}], 'words': ['Сол', 'сияқты', 'шекаралардан', 'өтетін', 'жұқпалы', 'аурулар', 'да', 'ертерек', 'ескерту', 'жүйелерін,', 'бақылау', 'және', 'алдын', 'алуды', 'іске', 'асыру', 'үшін', 'жаһандық', 'инвестицияларды', 'талап', 'етеді.'], 'metric': 1.0}",0,"Сол сияқты шекаралардан өтетін жұқпалы аурулар да ертерек ескерту жүйелерін, бақылау және алдын алуды іске асыру үшін жаһандық инвестицияларды талап етеді."
